Date,Cloud coverage,Visibility,Temperature,Dew point,Relative humidity,Wind speed,Station pressure,Altimeter,Solar energy
4/13/2017,0.44,10,17.5,10.45,65.6,8.39,29.42,30.22,24473
4/14/2017,0.5,9.78,19.03,13.21,71.58,8.63,29.34,30.14,26121
4/15/2017,0.24,10,21.66,13.48,58.95,14.8,29.22,30.01,33003
4/16/2017,0.45,9.83,16.96,13.72,77.71,10.81,29.23,30.02,11888
4/17/2017,0.13,10,15.67,5.48,50.89,3.85,29.36,30.16,4010
4/18/2017,0.16,10,17.82,9.72,58.99,10.61,29.3,30.09,28700
4/19/2017,0.25,9.98,22.74,16.48,35.38,10.7,12.92,30.02,1277
4/20/2017,0.37,10,19.68,13.59,48.13,16.24,22.26,29.93,8515
4/21/2017,0.19,10,10.3,3.61,62.81,11.77,29.28,30.07,22074
4/22/2017,0,10,10.73,1.33,53.48,15.11,29.31,30.11,31051
4/23/2017,0,10,13.14,-1.3,37.86,9.4,29.27,30.06,39354
4/24/2017,0,10,16.26,0.6,35.76,8.51,29.08,29.87,38564
4/25/2017,0,10,19.72,10.48,55.03,12.6,28.86,29.65,35268
4/26/2017,0.62,9.35,20.05,14.41,70.15,14.99,28.72,29.5,23390
4/27/2017,0.88,9.73,9.73,7.83,84.58,13.22,28.9,29.69,11426
4/28/2017,0.84,7.56,11.65,10.8,91.49,9.3,29.1,29.89,6314
4/29/2017,0.86,5.62,12.29,11.67,87.81,14.82,27.09,29.61,4487
4/30/2017,0.64,7.77,16.95,16.27,69.1,11.16,21.83,29.7,7081
5/1/2017,0.9,9.79,10.72,7.54,77.26,19.58,28.78,29.56,14126
5/2/2017,0.58,10,9.9,5.17,71.91,15.38,29.08,29.87,29112
5/3/2017,0.62,9.85,8.46,5.85,80.11,5.9,29.32,30.11,10922
5/4/2017,0.8,8.48,8.14,7.1,90.65,20.16,29.05,29.84,5180
5/5/2017,0.12,10,10.78,5.44,70.45,15.34,28.98,29.77,39832
5/6/2017,0.54,9.87,11.32,6.59,73.37,8.61,29.04,29.83,31074
5/7/2017,0.01,10,11.08,1.68,54.07,6.06,29.23,30.02,40086
5/8/2017,0.38,10,12.32,5.29,61.92,6.62,29.26,30.06,26564
5/9/2017,0.38,9.1,17.5,13.26,79.29,9.75,29.1,29.9,32614
5/10/2017,0.5,7.35,19.84,16.17,81.29,7.82,29.09,29.89,28754
5/11/2017,0.79,7.92,14.76,12.84,87.31,8.67,29.13,29.92,1202
5/12/2017,0.1,9.96,15.85,9.14,63.96,7.96,29.14,29.93,14457
5/13/2017,0.02,10,18.86,9.56,54.33,6.52,29.12,29.91,38705
5/14/2017,0.01,9.98,22.09,11.69,52.03,9.89,29.12,29.91,38677
5/15/2017,0,10,23,13.92,58.22,6.75,29.14,29.93,37786
5/16/2017,0.01,9.96,24.2,15.59,57.71,15.29,29.05,29.84,37100
5/17/2017,0.29,9.05,24.88,16.34,58.07,21.09,28.95,29.74,27248
5/18/2017,0.26,9.93,25.07,16.66,58.85,15.71,29.06,29.85,30629
5/19/2017,0.96,8.12,12.31,10.91,91.11,13.5,29.23,30.03,14363
5/20/2017,0.58,7.3,18.26,16.63,89.39,11.22,29.15,29.94,20861
5/21/2017,0.74,10,15.04,11.31,76.33,11.5,29.22,30.01,26170
5/22/2017,0.35,10,16.36,10.06,66.35,7.6,29.24,30.03,38775
5/23/2017,0.91,9.66,16.6,13.44,79.58,5.01,28.97,29.76,16224
5/24/2017,1,6.12,14.55,13.85,92.73,8.98,28.76,29.54,8324
5/25/2017,0.67,8.21,15.05,13.02,86.61,9.58,28.89,29.67,19978
5/26/2017,0.47,7.93,19.54,16.54,84.44,7.55,29.02,29.81,22488
5/27/2017,0.57,6.83,19.41,17.68,87.86,5.37,29.07,29.86,23505
5/28/2017,0.41,8.94,20.86,15.73,71.85,8.87,28.98,29.77,27236
5/29/2017,0.22,10,21.37,9.73,49.07,11.02,29.1,29.89,34442
5/30/2017,0.31,9.96,19.77,7.51,45.51,10.91,27.2,29.99,35074
5/31/2017,0.07,10,19.4,7.34,41.7,9.02,21.47,30.02,40245
6/1/2017,0,9.96,20.44,5.58,39.93,3.85,29.28,30.07,38827
6/2/2017,0,10,22.84,7.8,40.76,2.47,29.28,30.07,38568
6/3/2017,0.39,10,26.07,14.18,48.95,3.75,29.22,30.01,34298
6/4/2017,0.2,10,26.32,18.6,61.1,8.67,29.07,29.86,32115
6/5/2017,0.07,9.85,24.36,14.31,58.55,10.57,29.02,29.81,37906
6/6/2017,0.01,10,19.47,7.78,48.19,13.37,29.2,29.99,40189
6/7/2017,0.04,10,19.46,8.06,47.73,12.03,28.98,30.06,40181
6/8/2017,0,10,20.98,7.97,43.6,3.33,29.18,29.97,39044
6/9/2017,0.25,10,23.82,11.65,45.23,10.35,29.08,29.87,34267
6/10/2017,0,10,24.92,12.87,46.24,13.06,29.13,29.92,38834
6/11/2017,0.02,10,26.43,15.81,50.57,12.62,29.19,29.98,38147
6/12/2017,0.13,10,28.17,19.35,57.68,9.13,29.19,29.98,35034
6/13/2017,0.27,9.96,28.18,21.4,66.57,9.17,29.18,29.97,30293
6/14/2017,0.29,9.89,26.6,21.03,71.38,10.89,29.12,29.92,29842
6/15/2017,0.17,9.96,25.19,19.56,70.7,6.67,29.08,29.88,31239
6/16/2017,0.19,10,25.27,19.32,68.2,5.97,29.04,29.83,20976
6/17/2017,0.38,9.92,25.68,20.81,72.86,9.26,28.91,29.7,10268
6/18/2017,0.42,10,23.05,17.81,72.26,10.31,28.95,29.74,10744
6/19/2017,0.37,9.85,21.26,14.17,66.61,10.6,29.12,29.91,12760
6/20/2017,0.26,9.98,22,14.64,66.67,7.72,28.9,29.97,11647
6/21/2017,0.1,9.96,24.56,19.37,73.57,4.48,29.15,29.94,9427
6/22/2017,0.69,9.1,25.16,22.15,80.29,11.25,29.06,29.85,8129
6/23/2017,0.51,9.23,23.32,18.6,76.6,8.2,28.97,29.76,7070
6/24/2017,0.18,10,19.11,11.29,62.18,10.34,29.25,30.04,12730
6/25/2017,0.27,9.86,18.33,9.33,56.07,9.51,29.35,30.15,12936
6/26/2017,0.29,9.84,16.25,10.36,68.43,8.86,29.34,30.13,9928
6/27/2017,0.02,9.71,17.54,9.45,61.24,2.59,29.32,30.12,13460
6/28/2017,0.07,10,22.4,15.02,63.03,11.89,29.18,29.97,10550
6/29/2017,0.27,9.76,26.08,19.71,63.68,11.83,27.08,29.86,9970
6/30/2017,0.4,9.02,24.24,21.48,62.39,6.48,21.37,29.86,7094
7/1/2017,0.15,9.99,23.49,17.5,69.1,8.39,29.19,29.98,12116
7/2/2017,0.13,10,24.08,17.46,66.14,4.98,28.99,30.07,12776
7/3/2017,0.12,9.99,25.84,19.04,65.02,3.42,29.25,30.04,12268
7/4/2017,0.15,9.39,24.76,21.08,78.89,3.32,29.27,30.06,10848
7/5/2017,0.03,9.29,25.32,21.64,79.37,4.97,29.28,30.08,8418
7/6/2017,0.22,9.93,25.91,21.64,76.46,3.59,29.2,30,10456
7/7/2017,0.4,9.94,26.04,21.48,73.16,8.98,29.12,29.91,10177
7/8/2017,0.15,10,22.02,15.95,68.01,5.67,29.24,30.03,36269
7/9/2017,0.17,10,23.95,18.38,71.14,4.24,29.24,30.03,32666
7/10/2017,0.46,9.96,25.73,21.4,74.44,10.38,29.08,29.87,21542
7/11/2017,0.45,9.65,24.77,22.73,84.93,8.06,29.14,29.93,14309
7/12/2017,0.16,9.98,27.18,23.86,78.67,8.17,29.17,29.96,29784
7/13/2017,0.45,9.53,25.84,23.7,84.49,5.1,29.24,30.03,19288
7/14/2017,0.14,10,22.45,18.1,74.67,8.26,29.33,30.12,38579
7/15/2017,0.33,9.97,20.21,17.02,78.04,1.13,29.33,30.12,30399
7/16/2017,0.35,9.36,23.2,19.63,77.85,6.24,29.21,30,31392
7/17/2017,0.26,10,22.76,16.86,66.34,6.55,29.23,30.03,36389
7/18/2017,0,10,23.89,17.87,66.09,2.77,29.29,30.08,37095
7/19/2017,0.49,9.32,26.56,23.65,83.27,3.42,29.31,30.1,32352
7/20/2017,0.22,9.24,27.04,24.55,84.46,5.27,29.22,30.01,25836
7/21/2017,0.23,9.89,27.93,24.67,80.79,5.04,29.16,29.95,31601
7/22/2017,0.47,9.75,26.21,23.76,86.21,5.86,29.05,29.84,22140
7/23/2017,0.36,9.36,26.07,22.46,79.77,7.62,28.76,29.84,29748
7/24/2017,0.35,9.61,22.03,18.63,79.26,8.11,29.22,30.01,26263
7/25/2017,0.04,9.99,21.84,17.28,74.3,5.77,29.36,30.16,36790
7/26/2017,0.27,9.41,24.57,21.81,83.62,5.09,29.26,30.05,28983
7/27/2017,0.75,9.13,24.49,22.72,86.16,7.03,29.13,29.92,14737
7/28/2017,0.41,9.93,22.19,18.38,74.74,11.4,29.15,29.94,25950
7/29/2017,0.08,10,19.82,14.54,67.13,8.87,29.3,30.09,37640
7/30/2017,0.11,10,21.75,15.27,61.27,4.53,27.36,30.18,35410
7/31/2017,0.19,10,23.32,17.33,48.91,2.4,21.57,30.17,33291
8/1/2017,0.21,9.91,22.79,19.13,75.74,2.24,29.29,30.08,21828
8/2/2017,0.29,7.84,22.77,19.39,78.69,1.79,29.25,30.04,29194
8/3/2017,0.39,9.09,23.11,20.29,81.88,6.58,29.17,29.96,27461
8/4/2017,0.52,10,16.3,12.45,76.83,9.63,29.21,30,22924
8/5/2017,0.08,10,18.88,14.51,72.34,3.61,29.29,30.08,29110
8/6/2017,0.92,9.93,19.4,17.35,84.74,4.52,29.23,30.02,10605
8/7/2017,0.53,10,20.23,16.72,76.18,5.15,29.26,30.05,21582
8/8/2017,0.04,10,19.45,13.19,64.74,4.17,29.38,30.18,36183
8/9/2017,0.05,10,20.32,14.24,66.18,2.43,29.38,30.18,35216
8/10/2017,0.28,9.95,22.78,17.75,71.05,4.82,29.28,30.08,31449
8/11/2017,0.43,9.88,21.56,18.12,77.96,6.29,29.22,30.01,27643
8/12/2017,0.21,10,19.41,14.59,69.85,6.87,29.27,30.06,35501
8/13/2017,0.08,9.91,19.74,14.39,67.55,2.74,29.24,30.03,33738
8/14/2017,0.49,9.98,22.87,17.66,69.39,2.89,29.1,29.89,29671
8/15/2017,0.37,9.03,24.22,20.79,77.55,3.39,29.13,29.92,31368
8/16/2017,0.36,9.01,24.35,22.6,85.56,6.37,29.16,29.95,10910
8/17/2017,0.48,9.91,24.1,20.82,79.2,8.47,29.05,29.84,25669
8/18/2017,0.17,9.9,22.91,18.13,72.66,7.31,29.11,29.9,32503
8/19/2017,0.16,9.94,23.02,18.6,73.06,3.01,29.17,29.96,25978
8/20/2017,0.17,9.98,24.96,21.14,77.63,3.77,29.24,30.03,16347
8/21/2017,0.15,8.89,25.08,22.28,82.52,5.86,29.26,30.06,19316
8/22/2017,0.54,9.32,21.38,18.68,82.38,8.13,29.18,29.97,23102
8/23/2017,0.08,10,18.39,12.71,68.07,6.63,29.27,30.06,33758
8/24/2017,0.11,9.84,18.71,13.33,68.78,6.13,29.31,30.1,32084
8/25/2017,0,9.85,18,11.74,67.37,6.5,29.42,30.22,32186
8/26/2017,0.05,9.37,19.59,13.51,68.08,5.45,29.42,30.22,32036
8/27/2017,0.37,10,20.57,15.38,71.33,3.68,29.3,30.1,29241
8/28/2017,0.66,9.15,20.1,17.34,83.54,4.35,29.23,30.02,24982
8/29/2017,0.27,9.47,20.25,17.5,80.43,3.76,29.24,30.03,28299
8/30/2017,0.13,8.61,20.32,16.95,73.01,4.58,27.27,30.07,29873
8/31/2017,0.19,9.75,19.82,16.91,59.11,10.56,21.55,30.09,23294
9/1/2017,0.04,10,16.01,11.71,72.85,12.24,29.3,30.09,30971
9/2/2017,0.21,10,16.05,10.22,64.58,6.39,29.24,30.03,36736
9/3/2017,0.12,10,20.09,14.74,67.78,3.32,29.23,30.02,32237
9/4/2017,0.24,9.98,22.28,17.88,72.87,10.33,29.06,29.85,24948
9/5/2017,0.35,10,16.57,9.88,63.17,11.42,29.15,29.94,33975
9/6/2017,0.4,10,12.98,8.46,69.07,8.29,28.38,30.03,27330
9/7/2017,0.14,10,14.16,8.74,66.21,6.99,28.43,30.09,29592
9/8/2017,0.13,10,17.48,10.21,63.55,4.39,29.41,30.21,33204
9/9/2017,0.07,10,17.81,12.03,69.91,8.79,29.54,30.34,34158
9/10/2017,0,10,16.2,8.95,64.23,6.7,29.56,30.36,35197
9/11/2017,0,10,16.32,10.51,66.08,7.45,29.39,30.19,29472
9/12/2017,0.22,10,19.17,12.45,65.86,10.47,29.11,29.9,23176
9/13/2017,0.99,9.19,18.63,16.76,86.72,3.61,28.98,29.77,9515
9/14/2017,0.44,8.32,20.15,16.77,79.65,2.33,29.12,29.91,25236
9/15/2017,0.09,9.13,22.33,16.68,71.49,5.17,29.23,30.02,30593
9/16/2017,0.13,9.24,23.43,17.28,68.69,4.11,29.29,30.08,26555
9/17/2017,0.52,9.45,23.16,18.64,74.33,4.85,29.29,30.08,23697
9/18/2017,0.68,9,23.44,19.57,79.54,5.13,29.23,30.02,21443
9/19/2017,0.51,9.54,21.65,19.6,86.48,1.03,29.14,29.94,16174
9/20/2017,0.04,8.73,25.47,20.47,75.71,6.48,29.14,29.93,27582
9/21/2017,0.07,9.08,26.66,21.71,73.76,3.6,29.23,30.02,24996
9/22/2017,0.2,9.91,25.98,20.1,69.64,2.84,29.27,30.07,22893
9/23/2017,0.1,9.53,25.92,19.76,68.6,2.17,29.28,30.07,28183
9/24/2017,0.04,9.91,24.79,17.09,62.09,3.08,29.26,30.05,29165
9/25/2017,0.13,9.96,24.72,16.48,59.98,2.29,29.2,29.99,24911
9/26/2017,0.15,10,25.25,17.74,63.78,5.07,29.18,29.97,26371
9/27/2017,0.14,10,19.49,12.95,65.85,9.74,29.3,30.09,21979
9/28/2017,0.09,9.96,15.38,9.59,66,4.78,29.38,30.17,32424
9/29/2017,0.02,10,16.26,8.04,58.57,7.21,27.39,30.22,31786
9/30/2017,0,10,14.03,6.12,49.89,5.98,21.68,30.35,32979
10/1/2017,0.08,10,15.95,6.52,56.33,7.78,29.38,30.18,29982
10/2/2017,0.38,10,21.77,11.54,55.07,8.83,29.38,30.18,23899
10/3/2017,0.72,9.94,21.27,18.34,82.43,9.9,29.51,30.31,10099
10/4/2017,0.92,9.86,21.53,19.71,86.57,6.08,29.49,30.29,7416
10/5/2017,0.89,8.04,19.56,18.59,90.18,4.45,29.35,30.15,7536
10/6/2017,0.95,8.1,20.76,19.44,92.61,6.08,29.17,29.96,5239
10/7/2017,0.39,9.7,20.9,16.36,77.64,15.08,28.92,29.71,19562
10/8/2017,0.43,8.66,18.6,13.18,74.32,5.34,29,29.8,27449
10/9/2017,0.36,8.14,20.69,16.22,79.43,2.37,29.13,29.92,23026
10/10/2017,0.94,7.2,20.56,18.02,86.9,7.94,29.22,30.01,11687
10/11/2017,1,4.38,15.03,14.61,97.65,9.02,29.25,30.05,3423
10/12/2017,0.74,5.66,14.74,13.97,95.31,2.74,29.35,30.14,7357
10/13/2017,0.35,8.43,17.31,13.19,79.02,6.49,29.34,30.13,27741
10/14/2017,0.41,10,22.98,17.16,71.27,11.06,29.18,29.97,21437
10/15/2017,0.94,9.6,14.37,10.22,76.66,15.05,29.29,30.08,9210
10/16/2017,0.01,10,11.08,4.83,68.99,6.36,29.5,30.3,30306
10/17/2017,0.01,10,12.91,5.38,63.66,8.98,29.45,30.25,30038
10/18/2017,0,10,13.77,6.94,67.45,8.71,29.36,30.16,29589
10/19/2017,0,9.79,16.63,11,72.13,2.58,29.36,30.16,27093
10/20/2017,0,9.92,17.28,10.28,67.69,6.43,29.36,30.16,25673
10/21/2017,0.17,10,18.73,13.06,70.62,10.42,29.29,30.08,14594
10/22/2017,0.86,8.29,16.75,14.18,85.58,14.23,29.19,29.98,5244
10/23/2017,0.92,8.92,11.9,10.99,93.82,11.41,28.98,29.77,3190
10/24/2017,0.89,9.45,7.36,5.28,86.94,12.65,28.98,29.77,5427
10/25/2017,0.23,10,5.87,2.89,82.33,5.56,29.04,29.83,13737
10/26/2017,0.01,10,10.59,5.32,72.74,9.61,28.97,29.76,27465
10/27/2017,0.89,10,5.79,0.04,67.37,13.62,29.08,29.87,15797
10/28/2017,0.99,9.67,3.43,-0.11,77.87,9.67,29.15,29.94,6400
10/29/2017,0.58,10,4.96,-0.9,67.58,5.53,29.07,29.86,8537
